What is this movie's name? (Use exact spelling),What year was this movie released?,How long is this movie?,What is the plot of this movie? (5 sentences),"Had you watched this movie previously, or was this your first time?",What were the characteristics of the protagonist?,What were the characteristics of the antagonist? ,How invested did you feel in the drama?,How much did the main characters change over the course of the story?,To what extent did the characters feel real and complex?,How invested did you feel in the characters?,How many narrators/perspectives were there? (Integer answer),How fast-paced was this movie overall?,How fast-paced was the beginning of the movie?,How fast-paced was the middle of the movie?,How fast-paced was the end of the movie?,Did the movie feature a substantial turning point in the plot?,Did the movie feature a plot twist?,"Was there a noticeable ""sag"" in plot tension at any of the following points of the movie? (please check timestamps to be as accurate as possible about the % in)",What were the qualities of the beginning? Check all that apply,What were the qualities of the ending? Check all that apply,Which of the following describes the movie's climax? Check all that apply,Was the movie plot-driven or character-driven?,How immersive did the world of the movie feel?,How important was the immersiveness of the world for this movie?,Did the world of the movie feel real?,How engaging was the dialogue?,What characteristics apply to this movie's dialogue?,"By the end of the movie, how emotionally affected were you?","By the end of the movie, how intellectually engaged did you feel?",Check all attributes that apply to this movie:,Which of the following would you characterize as among the film's intended artistic objectives?,"Which of the following objectives did the film succeed at? (Only potentially check boxes for those that were checked above, if any)","What were the movie's (up to three) main themes? (one or two word phrases each, separated by semicolons)",How clear and consistent were the themes of this movie?,"What were the movie's (up to three) main tropes? (e.g. ""enemies to lovers""; also separated by semicolons)","How much did you enjoy the movie's score? (that is, the music/sound)",How important was the movie's score to your emotional experience of the narrative?,How much did you enjoy this movie?,How strong was the acting?,How strong was the directing?,How strong was the cinematography?,What's the most important attribute of this movie that this survey missed?,moviename,year,src,title,genres,stars,violencegore_score,alcohol_score,frightening_score,profanity_score,sexnude_score,runtime,runtime_log,budget,budget_log,opening_weekend_box_office,opening_weekend_box_office_log,gross_usa,gross_usa_log,cumulative_worldwide_gross,cumulative_worldwide_gross_log,metascore,number_of_nominations,number_of_wins,rating,release_type,num_reviews_written,review_rating_mean,imdb_rating_updated,user_id
Escanaba In Da Moonlight,2001,1 hour 31 minutes,"The comedy ""Escanaba in da Moonlight"" centers on the Soady family's yearly deer hunting vacation in Michigan's Upper Peninsula. Rueben Soady, the main character, is the only person in his family who has never been successful at deer hunting. Rueben enlists the aid of Native American hunting expert Jimmer Negamanee in an effort to increase his chances. As Rueben learns that his family might be cursed, the plot takes a number of weird turns. He may be the only one who can relieve the curse by taking the fabled ""Buck of Buck's"" deer. The film has various side stories regarding Rueben's strange relatives, including his father, brother, and even aliens.",First time,Likeable;Funny,There was no antagonist,3,9,8,6,1,5,5,5,5,Yes,No,10% in;20% in,Funny,Happy,No noticeable climax,Character-driven,4,5,5,3,Quippy;Stylized,6,3,Funny,Escapism / entertainment;Cultural critique / social commentary,Escapism / entertainment,Relationships; Supernatural,6,Fish out of water; Family dynamics,4,5,5,4,5,5,None,escanaba.in.da.moonlight,2001,http://www.imdb.com/title/tt0180679/?ref_=adv_li_tt,Escanaba in da Moonlight,"['Comedy', 'Fantasy']","Jeff Daniels, Harve Presnell, Joey Albright",,,,,,91.0,4.51085950651685,1000000.0,13.8155115579638,,,,,,,,0.0,0.0,PG-13,,106,7.945945945945951,6.2,14
Escanaba in da Moonlight,2001,1 hr 33 min,"Two children growing up in Michigan, the main character goes hunting for deer season but is known to have never caught a buck. Reuben, gives the men a magical potion that will ensure that they will catch a deer. Midway through the movie Reuben and the other characters hallucinate from the potion. Reuben believes he is cursed and will never catch a buck. The ending of the movie, Reuben gets visited from his grandfather who tells him something spiritual is looking out for him and when the grandfather tells him to aim his rifle, finally catching a deer. ",First time,Likeable;Plucky;Ambitious;Passive;Caring;Romantic;Funny;Incompetent;Good,The movie didn't have an antagonist just in his mind of people doubting him,9,2,8,8,3,7,9,7,9,Yes,Yes,20% in;40% in;70% in,Slow build;Funny,Happy;Satisfying,Epiphany,Character-driven,8,7,7,8,Quippy;Realistic,8,8,Funny;Scary;Suspenseful;Thought-provoking,Escapism / entertainment;Cultural critique / social commentary;Philosophical exploration;Exploring a strange new world,Escapism / entertainment;Exploring a strange new world,"Comedy Fantasy, Comedy Eerie",9,"Buckless, Nice Guy, not a Real Man",6,7,7,7,7,8,,escanaba.in.da.moonlight,2001,http://www.imdb.com/title/tt0180679/?ref_=adv_li_tt,Escanaba in da Moonlight,"['Comedy', 'Fantasy']","Jeff Daniels, Harve Presnell, Joey Albright",,,,,,91.0,4.51085950651685,1000000.0,13.8155115579638,,,,,,,,0.0,0.0,PG-13,,106,7.945945945945951,6.2,15
Escanaba In Da Moonlight,2001,1 Hour 32 Minutes ,"This is a film that follows the story of a family of hunters in Michigan. The main character, Reuben Soady, is the only member of his family who has never shot a buck. With the help of his crazy family, he sets out to change his luck during the opening weekend of deer season. However, strange occurrences and supernatural elements complicate their hunting trip, leading to a hilarious and unexpected finale.",First time,Funny,,7,7,5,5,1,7,6,6,7,Yes,Yes,,Strong hook;Funny,Happy,,Plot-driven,5,4,4,6,,4,4,,,,Family Relations; Nature; Tradition,8,Fish out of water; Supernatural elements,7,5,8,6,6,6,,escanaba.in.da.moonlight,2001,http://www.imdb.com/title/tt0180679/?ref_=adv_li_tt,Escanaba in da Moonlight,"['Comedy', 'Fantasy']","Jeff Daniels, Harve Presnell, Joey Albright",,,,,,91.0,4.51085950651685,1000000.0,13.8155115579638,,,,,,,,0.0,0.0,PG-13,,106,7.945945945945951,6.2,19
Escanaba In Da Moonlight,2001,1h 32m,"Escanaba in Da Moonlight is a comedy movie about a man named Reuben Soady, a hunting guide from Escanaba, Michigan, who is about to turn 43 years old. He is also the only member of his family who has never shot a buck. Reuben heads to his family's remote cabin in the woods to try his luck, but things quickly take a turn for the bizarre when he encounters aliens and a Native American spirit. As Reuben struggles to bag his first buck and come to terms with his own sense of masculinity, he is forced to confront his fears and insecurities in a series of hilarious and absurd situations. Ultimately, Reuben discovers that the true meaning of hunting goes beyond the mere act of killing an animal, and that family and tradition are more important than personal achievement.",First time,Likeable;Plucky;Caring;Funny;Naïve,There was no antagonist,7,9,8,6,1,4,3,4,4,Yes,No,10% in;40% in,Slow build;Funny,Happy;Satisfying,No noticeable climax,Character-driven,6,7,6,5,Quippy;Realistic;Stylized,4,3,Funny,Escapism / entertainment;Cultural critique / social commentary,Escapism / entertainment;Cultural critique / social commentary,Family relationships; Culture & Traditions; Individuality,7,Fish out of water; Redemption through self-discovery; Culture clash,5,4,4,5,4,4,,escanaba.in.da.moonlight,2001,http://www.imdb.com/title/tt0180679/?ref_=adv_li_tt,Escanaba in da Moonlight,"['Comedy', 'Fantasy']","Jeff Daniels, Harve Presnell, Joey Albright",,,,,,91.0,4.51085950651685,1000000.0,13.8155115579638,,,,,,,,0.0,0.0,PG-13,,106,7.945945945945951,6.2,27
Escanaba in da Moonlight,2001,91 minutes ,"A macho man in a family on the eve of deer-hunting season must deal with the eldest son's curse of never having bagged a buck. A humorous and relatable story of an intelligent man dealing with the frustration of being a ""buckless yooper"" at deer camp. He deals with his competitive brother, his challenging father and two other comical guys.",First time,Likeable;Caring;Funny;Incompetent,There was no antagonist,1,3,1,1,1,5,2,5,5,Yes,No,,Slow build,Happy;Satisfying,Funny;Triumphant,Character-driven,3,3,4,2,Quippy;Realistic,1,1,Funny;Cliché,Escapism / entertainment,Escapism / entertainment,”Manhood;” male bonding,6,Native American stereotypes; proving manliness by hunting,2,3,1,2,2,3,Inane,escanaba.in.da.moonlight,2001,http://www.imdb.com/title/tt0180679/?ref_=adv_li_tt,Escanaba in da Moonlight,"['Comedy', 'Fantasy']","Jeff Daniels, Harve Presnell, Joey Albright",,,,,,91.0,4.51085950651685,1000000.0,13.8155115579638,,,,,,,,0.0,0.0,PG-13,,106,7.945945945945951,6.2,3
Escanaba In Da Moonlight,2001,1hr 32mins,"The plot of ""Escanaba In Da Moonlight"" centers around Reuben Soady, a hunter from a family that has a long-standing curse preventing them from shooting a buck deer. The story takes place during the opening weekend of deer season, when Reuben invites his father and brother to his remote hunting cabin in the woods.

As the family gathers together, Reuben's determination to break the curse leads him to seek the help of a Native American medicine man. As the night progresses, the family begins to experience strange occurrences and supernatural phenomena, leading them to question their own beliefs and superstitions.

Throughout the film, Reuben's attempts to break the curse are complicated by the antics of his family members, including his eccentric father and brother. Ultimately, the film is a comedic exploration of family dynamics, cultural traditions, and the power of belief.




",First time,Likeable;Plucky;Caring;Funny;Incompetent,There was no antagonist,5,6,7,6,0,5,3,6,7,Yes,Yes,no noticeable sags,Strong hook;Slow build;Funny,Happy;Satisfying,Epiphany;Funny,Character-driven,5,6,7,5,Quippy;Realistic;Stylized,5,4,Funny;Thought-provoking;Cliché;Romantic;Action-packed,Escapism / entertainment;Cultural critique / social commentary;Encouraging new self-investigation on the part of the viewer,Escapism / entertainment;Cultural critique / social commentary;Encouraging new self-investigation on the part of the viewer, Hunting; Family Dynamics; Supernatural,8,Cabin in the woods; Supernatural Intervention; Family Curse,7,7,5,6,6,7,,escanaba.in.da.moonlight,2001,http://www.imdb.com/title/tt0180679/?ref_=adv_li_tt,Escanaba in da Moonlight,"['Comedy', 'Fantasy']","Jeff Daniels, Harve Presnell, Joey Albright",,,,,,91.0,4.51085950651685,1000000.0,13.8155115579638,,,,,,,,0.0,0.0,PG-13,,106,7.945945945945951,6.2,2
Escanaba In Da Moonlight,2001,1:32,"The plot centers on the Soady family, a group of hunters in Escanaba. Reuben Soady attempts to break the family curse and shoot his first buck during the deer hunting season. With his family, Reuben faces various supernatural and comedic events. With the help of a Native American spiritual guide, he was able to confront his fears.",First time,Passive;Funny;Good,There was no antagonist,8,8,7,8,1,6,5,4,5,Yes,Yes,40% in;50% in,Slow build;Funny,Happy;Satisfying,Epiphany;Funny,Plot-driven,5,7,6,7,Quippy;Realistic;Stylized,6,6,Funny;Thought-provoking;Romantic,Escapism / entertainment,Escapism / entertainment,Family; Overcome Insecurities;,9,Facing fears and insecurities ,8,7,8,9,8,7,,escanaba.in.da.moonlight,2001,http://www.imdb.com/title/tt0180679/?ref_=adv_li_tt,Escanaba in da Moonlight,"['Comedy', 'Fantasy']","Jeff Daniels, Harve Presnell, Joey Albright",,,,,,91.0,4.51085950651685,1000000.0,13.8155115579638,,,,,,,,0.0,0.0,PG-13,,106,7.945945945945951,6.2,5
War,2007,1hr and 43min,"War is about an FBI agent named Jack Crawford who is hunting down an hitman, Rogue. During the investigation, he learns that Rogue was his former partner, Tom
Lone, a few years ago he was seeking revenge for his murder. As the two men go through a “game” with each other, Jack has to confront his own demons and decides whether he should seek his revenge or seek justice by the law. As he finally confronts his alleged former partner now called Rogue.",First time,Courageous;Violent;Smart;Mysterious and vengeful ,Unlikeable;Powerful;Violent;Evil,8,6,7,8,There were 3 narrators/perspectives in the movie War.,6,9,7,9,Yes,Yes,70% in,Strong hook;Action-packed,Sad,Violent;Betrayal;Heartbreaking;Death;Suprising,Plot-driven,8,7,3,7,Stylized,8,5,Suspenseful;Thought-provoking;Cliché;Action-packed,Escapism / entertainment,Escapism / entertainment,Revenge: as the main character wants to avenge his partner; Betrayal: Rogue discovered someone close to him was involved with the murder of his family; Morality: jack struggles with the implications his actions and the methods he used to achieve his goals,10,Friends to enemies; one man fight; Hero’s journey,7,7,8,9,8,9,I feel like this survey addressed all the important attributes of this movie.,war,2007,http://www.imdb.com/title/tt0499556/?ref_=adv_li_tt,War,"['Action', 'Crime', 'Thriller']","Jet Li, Jason Statham, Nadine Velazquez",,,,,3.0,103.0,4.6347289882296385,25000000.0,17.0343864228325,9820089.0,16.0999408452581,22466994.0,16.927557901350998,,,36.0,0.0,0.0,R,Wide,168,4.97515527950311,6.2,10
War,2007,1 hour 43 minutes,The film follows FBI agent Jack Crawford as he searches for the assassin known as Rogue who supposedly murdered his partner and his family. The trail goes cold following the assassins disappearance until a recent murder implicates his return and involvement with the Japanese mafia. Crawford uncovers a conspiracy that implicates the FBI with not only the triad but also politicians and the Russian mafia during his investigation. Eventually Crawford realizes his coworkers are working against him and things get bloodier and more complicated as he gets closer to finding the identity of Rogue. Finally Crawford and Rogue face off against each other in a violent showdown during which the real identity of Rogue and character of Crawford are revealed.,First time,Courageous;Violent;Lone,Powerful;Violent;Evil,6,3,3,4,4,7,8,6,9,Yes,Yes,45% in,Action-packed,Dark;Satisfying,Violent;Betrayal;Epiphany;Death,Plot-driven,7,6,4,3,Cliché,6,3,Cliché;Action-packed,Escapism / entertainment,Escapism / entertainment,Loyalty,9,back stab; what have I done; it's personal,8,4,6,8,7,7,,war,2007,http://www.imdb.com/title/tt0499556/?ref_=adv_li_tt,War,"['Action', 'Crime', 'Thriller']","Jet Li, Jason Statham, Nadine Velazquez",,,,,3.0,103.0,4.6347289882296385,25000000.0,17.0343864228325,9820089.0,16.0999408452581,22466994.0,16.927557901350998,,,36.0,0.0,0.0,R,Wide,168,4.97515527950311,6.2,13
War,2007,"1 hour, 43 minutes","Years after his partner Tom Lone was killed by a Japanese assasin known as Rogue, FBI agent Jack Crawford finds himself at his wit’s end seeking to avenge Tom. After having been untraceable for years, Rogue re-appears and ignites a war between two rival Japanese gangs, the Yakuza and the Triads, as he double crosses both and completes a series of violent murders and betrayals. Crawford finds evidence of Rogue going against orders and refusing to kill the wife and child of one of the Yakuza’s enemies, and sends this evidence to the head leader, resulting in Rogue battling it out and executing him, taking down the powerful gang. It’s revealed that Rogue is actually Tom Lone, and that he had defeated the real assassin and took his identity many years ago to get back at the man who killed his family, and that Crawford had actually served as the informant who revealed Lone’s address to the Yakuza. Crawford discovers Rogue’s true identity, and after a long and bloody battle, ends up getting shot in the back by his old partner, and Rogue walks away free.",First time,Courageous;Violent,Powerful;Obsessive;Violent;Lone;Evil,6,6,5,5,2,5,5,3,7,Yes,Yes,40% in,Strong hook;Action-packed,Dark,Violent;Betrayal;Death,Plot-driven,4,6,5,4,Very little dialogue;Choppy,3,2,Suspenseful;Action-packed,Escapism / entertainment,Escapism / entertainment,Betrayal; revenge; greed,6,Friends to rivals; mob boss,2,3,2,3,2,1,,war,2007,http://www.imdb.com/title/tt0499556/?ref_=adv_li_tt,War,"['Action', 'Crime', 'Thriller']","Jet Li, Jason Statham, Nadine Velazquez",,,,,3.0,103.0,4.6347289882296385,25000000.0,17.0343864228325,9820089.0,16.0999408452581,22466994.0,16.927557901350998,,,36.0,0.0,0.0,R,Wide,168,4.97515527950311,6.2,31
War,2007,"1 hour, 43 minutes ; 103 minutes","This film follows Jason Statham(playing Jack Crawford) as an FBI agent committed to revenge after his partner and family are killed. Although three years have passed, Jack remains obsessed with finding the man who killed his friend and his family, even while estranging his very own wife and son in the process. As Rogue, the murderer of Crawford's partner,  incites a wars between two Chinese mobs, Crawford, who is the head of the Asian Organized Crime Unit, is tasked with stopping him for this purpose as well. A plot twist happens when one of the bosses reveals that Crawford has been working with him the whole time and leaked his own partners address. It is then revealed Crawford's former partner, killed and has been operating in disguise as Rogue since he faked his death. He shoots crawford and leaves the city to start a new life.",First time,Unlikeable;Violent;Lone,Powerful;Ambitious;Violent;Evil,7,5,6,4,2,6,7,4,8,Yes,Yes,30% in,Action-packed,Dark;Satisfying,Violent;Betrayal,Plot-driven,5,5,4,7,Quippy;Stylized,4,4,Funny;Action-packed,Escapism / entertainment,Escapism / entertainment,betrayal ; espionage ; revenge,7,"""stolen identity"" ; ""Gang wars"" ; ""revenge of a loved one""",4,4,6,6,7,5,,war,2007,http://www.imdb.com/title/tt0499556/?ref_=adv_li_tt,War,"['Action', 'Crime', 'Thriller']","Jet Li, Jason Statham, Nadine Velazquez",,,,,3.0,103.0,4.6347289882296385,25000000.0,17.0343864228325,9820089.0,16.0999408452581,22466994.0,16.927557901350998,,,36.0,0.0,0.0,R,Wide,168,4.97515527950311,6.2,4
War,2007,1h42m,"Jack Crawford seeks revenge for his FBI agent partner Tom Lone after a ruthless member of the Japanese Yakuza (also known as Rogue) kills Tom. Even after three years, Jack remains determined to find Rogue. During this journey, he investigates the Yakuza fight between leader Shiro and his greatest opponent Chang as a way to learn more about Rogue. When Jack finally learns about Rogue, he realizes that the actual Rogue had been dead the whole time and it was in fact Tom Lone himself, disguised in plastic surgery, pretending to be Rogue. ",First time,"Courageous;Ambitious;Violent;Smart;Persistent, obsessive, disorganized, stuck in the past",Powerful;Ambitious;Violent;Evil,7,4,4,7,Two perspectives - from Jack and from Rogue,5,7,4,6,No,Yes,60% in;80% in,Strong hook;Action-packed,Satisfying,Violent;Betrayal,Plot-driven,7,7,6,7,Realistic,4,4,Suspenseful;Action-packed,Escapism / entertainment,Escapism / entertainment,Loyalty vs. disloyalty; friendship; family,7,An obsessive FBI agent who remains stuck in the past; a notorious and ruthless hitman,5,4,7,7,8,9,"I think it was hard to follow along the plot at first because despite there being so much happening, the movie's pace was slow, so it was confusing to understand the plot.",war,2007,http://www.imdb.com/title/tt0499556/?ref_=adv_li_tt,War,"['Action', 'Crime', 'Thriller']","Jet Li, Jason Statham, Nadine Velazquez",,,,,3.0,103.0,4.6347289882296385,25000000.0,17.0343864228325,9820089.0,16.0999408452581,22466994.0,16.927557901350998,,,36.0,0.0,0.0,R,Wide,168,4.97515527950311,6.2,21
War,2007,1 hr 43 min,"FBI agent Jack Crawford seeks vengeance for his partner's death at the hands of an assassin known as Rogue. As he investigates, Crawford realizes there is more to the situation than he initially thought. Rogue and Crawford engage in a violent game of cat and mouse as Crawford tries to bring Rogue to justice while protecting his own loved ones. The movie features intense action scenes and plot twists, culminating in a final showdown between the two leads. In the end, the truth about Rogue's identity is revealed, leading to a difficult decision for Crawford.",Previously watched,Courageous;Plucky;Ambitious;Caring;Violent;Lone;Good;Smart,Unlikeable;Powerful;Violent;Lone;Evil;Smart,8,8,8,7,1,8,7,8,6,Yes,Yes,40% in;50% in;60% in,Strong hook;Action-packed,Dark;Satisfying,Violent;Betrayal;Death;Frightening,Plot-driven,8,7,5,6,Quippy;Realistic;Occasionally broke the fourth wall;Stylized,6,5,Suspenseful;Innovative;Action-packed,Escapism / entertainment;Cultural critique / social commentary;Philosophical exploration;Innovation,Escapism / entertainment;Cultural critique / social commentary;Philosophical exploration,Betrayal;Revenge;Redemption,8,Revenge; Buddy Cop; Betrayal Twist,9,8,9,7,9,10,,war,2007,http://www.imdb.com/title/tt0499556/?ref_=adv_li_tt,War,"['Action', 'Crime', 'Thriller']","Jet Li, Jason Statham, Nadine Velazquez",,,,,3.0,103.0,4.6347289882296385,25000000.0,17.0343864228325,9820089.0,16.0999408452581,22466994.0,16.927557901350998,,,36.0,0.0,0.0,R,Wide,168,4.97515527950311,6.2,32
War,2007,1 hour 43 minutes,"During a mission John Crawford and Tom Lone end up going against top assassin Rouge. When Crawford almost dies, Lone saves him by shooting Rogue into the water. However, he survives and later kills Lone along with his family. After the assassin Rogue kills FBI agent Line, Crawford decides to take revenge. This causes all out war between these two and other gangs involved. ",First time,Courageous;Ambitious;obsessed,Powerful;Ambitious;Obsessive;Violent,8,7,7,7,1,7,8,7,8,Yes,Yes,,Strong hook;Action-packed,Satisfying,Betrayal;shocking ,Plot-driven,7,7,7,7,Stylized,5,5,Suspenseful;Action-packed,Escapism / entertainment,Escapism / entertainment,revenge; protecting loved ones; confidence ,8,good vs evil; rivalry,6,6,8,8,8,8,,war,2007,http://www.imdb.com/title/tt0499556/?ref_=adv_li_tt,War,"['Action', 'Crime', 'Thriller']","Jet Li, Jason Statham, Nadine Velazquez",,,,,3.0,103.0,4.6347289882296385,25000000.0,17.0343864228325,9820089.0,16.0999408452581,22466994.0,16.927557901350998,,,36.0,0.0,0.0,R,Wide,168,4.97515527950311,6.2,29
War,2007,1hr 43mins ,"FBI agent John wants revenge on an assassin named ""Rogue"" who killed his parter and his partners' family. Rogue is a former CIA agent who now works for the Japanese, and killed Lone and his family as Lone has shot Rogue, but he survived. John becomes obsessed with getting revenge on Rogue and becomes estranged from his family. Rogue turns out to have died while killing Lone's family, and lone was impersonating Rogue, as Lone wanted to kill whoever ordered his family's murder. John and Lone get into a fight and Lone shoots John. ",First time,Likeable;Courageous,Powerful;Obsessive;Violent;Evil,6,7,6,6,2,8,7,8,7,Yes,Yes,,Action-packed,Sad;Dark,Violent;Death;Frightening,Plot-driven,6,6,6,5,Quippy,5,6,Scary;Suspenseful;Action-packed,Escapism / entertainment,Escapism / entertainment,violence; trust,6,revenge; death,5,6,6,6,7,6,,war,2007,http://www.imdb.com/title/tt0499556/?ref_=adv_li_tt,War,"['Action', 'Crime', 'Thriller']","Jet Li, Jason Statham, Nadine Velazquez",,,,,3.0,103.0,4.6347289882296385,25000000.0,17.0343864228325,9820089.0,16.0999408452581,22466994.0,16.927557901350998,,,36.0,0.0,0.0,R,Wide,168,4.97515527950311,6.2,26
War,2007,1h 43m,"A hitman given the name Rogue kills an FBI agent and his family and burns his their house down. The dead FBI agent's partner, Jack Crawford seeks revenge for years trying to find the culprit. His wife and child become distant with Crawford because he gets obsessed with seeking revenge but finally finds clues when evidence in San Francisco, CA show that Rogue is back. Crawford gets moments to catch Rogue but misses the opportunity. However, near the end of the film, a big reveal is made about Crawford's revenge story.",First time,Courageous;Ambitious,Powerful;Ambitious,7,5,5,5,1,7,7,7,7,Yes,Yes,60% in,Slow build,Dark,Violent;Betrayal,Character-driven,5,4,5,5,Very little dialogue,7,4,Suspenseful;Cliché,Escapism / entertainment,Escapism / entertainment,Revenge;Family;Violence,5,Over Violence; Revenge; White hero,5,5,5,4,6,5,,war,2007,http://www.imdb.com/title/tt0499556/?ref_=adv_li_tt,War,"['Action', 'Crime', 'Thriller']","Jet Li, Jason Statham, Nadine Velazquez",,,,,3.0,103.0,4.6347289882296385,25000000.0,17.0343864228325,9820089.0,16.0999408452581,22466994.0,16.927557901350998,,,36.0,0.0,0.0,R,Wide,168,4.97515527950311,6.2,7
War,2007,103 minutes,"An FBI agent named Crawford is trying to find a notorious killer named Rogue and avenge the death of his partner Lone. He has obsessed about this case for many years, causing problems with his marriage. Each time Crawford finds some of Rogue's constituents, they end up getting killed before they can help him. In the end, it is revealed that Lone actually killed Rogue earlier in the movie, and got plastic surgery to pretend to be Rogue and take down the organization that hired him. Lone ends up shooting Crawford for working with the people that hired him and continues on pretending to be Rogue.",First time,Courageous;Ambitious;Violent;Smart,Powerful;Violent;Evil,7,3,4,6,3,8,9,8,8,No,Yes,60% in,Strong hook;Action-packed,Dark,Violent;Death;Dramatic reveal,Character-driven,7,6,7,6,Used to explain terms and people to guide the plot,4,5,Suspenseful;Cliché;Action-packed,Escapism / entertainment,Escapism / entertainment,Avenging someone; obsessive agent; estranged family,8,FBI agent avenging his partner's death; Antagonist is from a foreign country; daughter doing father's bidding,6,3,6,7,8,5,,war,2007,http://www.imdb.com/title/tt0499556/?ref_=adv_li_tt,War,"['Action', 'Crime', 'Thriller']","Jet Li, Jason Statham, Nadine Velazquez",,,,,3.0,103.0,4.6347289882296385,25000000.0,17.0343864228325,9820089.0,16.0999408452581,22466994.0,16.927557901350998,,,36.0,0.0,0.0,R,Wide,168,4.97515527950311,6.2,23
War,2007,1 hr 45 mins,"FBI agent Jack Crawford's partner is killed. He thinks he knows who the suspect is, a notorious assassin. He sets out to avenge his partner's death and set things right. ",First time,Courageous;Plucky;Ambitious;Violent;Smart,Powerful;Ambitious;Violent;Smart,8,6,7,7,2,8,5,6,9,Yes,Yes,,Strong hook;Action-packed,Dark,Violent,Character-driven,7,7,7,7,Stylized,7,7,Scary;Suspenseful;Action-packed,Escapism / entertainment,Escapism / entertainment,fighting for loved ones,7,good vs evil,7,7,7,7,7,7,,war,2007,http://www.imdb.com/title/tt0499556/?ref_=adv_li_tt,War,"['Action', 'Crime', 'Thriller']","Jet Li, Jason Statham, Nadine Velazquez",,,,,3.0,103.0,4.6347289882296385,25000000.0,17.0343864228325,9820089.0,16.0999408452581,22466994.0,16.927557901350998,,,36.0,0.0,0.0,R,Wide,168,4.97515527950311,6.2,12
War,2007,1 hour 43 minutes,"The 2007 film ""War"" centers on the investigation being conducted by Jack Crawford and Tom Lone, two FBI agents, into the killing of Lone's family by Rogue, an assassin. A web of corruption and deceit is revealed as the two agents get closer to their suspect, making them wonder who they can trust. Crawford and Lone follow Rogue to Bangkok, Thailand, where a final clash occurs, with the aid of a Chinese intelligence agent. To learn the truth about the murder and apprehend the killer, the agents must make their way through a perilous underground of crime and deceit. The movie is a gripping thriller with lots of tension, action, and a convoluted plot that keeps viewers guessing right up until the very end.",First time,Courageous;Ambitious;Violent,Powerful;Violent;Smart,8,8,9,9,1,9,9,8,9,Yes,Yes,60% in,Action-packed,Dark;Satisfying,Violent,Plot-driven,10,8,9,9,Realistic,8,7,Scary;Suspenseful;Action-packed,Escapism / entertainment,Escapism / entertainment,Deception; Betrayal; Revenge,7,Assassin vs. Assassin,6,9,9,9,8,9,,war,2007,http://www.imdb.com/title/tt0499556/?ref_=adv_li_tt,War,"['Action', 'Crime', 'Thriller']","Jet Li, Jason Statham, Nadine Velazquez",,,,,3.0,103.0,4.6347289882296385,25000000.0,17.0343864228325,9820089.0,16.0999408452581,22466994.0,16.927557901350998,,,36.0,0.0,0.0,R,Wide,168,4.97515527950311,6.2,14
War ,2007,122,"The movie starts off with a man outside of his home. Someone sets off a bomb in the man's home killing him, his wife and daughter. The movie is from the perspective of two different men. So, the FBI partner of the man seeks revenge on the group, while the group terrorizes the more people. The ending is the two main characters in a final showdown.",First time,Likeable;Unlikeable;Courageous;Ambitious;Violent;Lone;Good;Smart,Unlikeable;Powerful;Violent;Evil,8,2,8,8,2,9,10,8,10,Yes,Yes,10% in;50% in;80% in;90% in,Strong hook;Action-packed,Dark;Satisfying,Violent;Betrayal;Epiphany;Death;Frightening,Character-driven,8,9,8,8,Stylized,9,9,Suspenseful;Innovative;Action-packed,Escapism / entertainment;Philosophical exploration;Exploring a strange new world,Escapism / entertainment;Philosophical exploration,"action thriller, crime, martial arts",10,"reluctant hero, tragic backstory, bad boys",7,6,7,8,8,7,,war,2007,http://www.imdb.com/title/tt0499556/?ref_=adv_li_tt,War,"['Action', 'Crime', 'Thriller']","Jet Li, Jason Statham, Nadine Velazquez",,,,,3.0,103.0,4.6347289882296385,25000000.0,17.0343864228325,9820089.0,16.0999408452581,22466994.0,16.927557901350998,,,36.0,0.0,0.0,R,Wide,168,4.97515527950311,6.2,15
War,2007,1 hour and 43 minutes,"During this movie, an FBI agent named Jack Crawford tries to capture and bring to justice a well-known assassin named Rogue, who is to blame for the death of Crawford's partner. Crawford gets more into the case and begins to suspect that there might be more to the story than he originally thought. A Japanese crime lord helps Crawford uncover things that extend into the operations of the government. ",First time,Courageous;Ambitious;Good;Smart,Powerful;Violent;Ruthless,7,5,8,8,1,9,6,7,7,Yes,Yes,No noticeable sag,Strong hook;Action-packed,Dark,Death,Plot-driven,6,7,7,7,Realistic;Stylized,6,5,Suspenseful;Action-packed,Escapism / entertainment,Escapism / entertainment,Revenge; Betrayal ,10,Lone wolf,7,6,6,6,7,8,,war,2007,http://www.imdb.com/title/tt0499556/?ref_=adv_li_tt,War,"['Action', 'Crime', 'Thriller']","Jet Li, Jason Statham, Nadine Velazquez",,,,,3.0,103.0,4.6347289882296385,25000000.0,17.0343864228325,9820089.0,16.0999408452581,22466994.0,16.927557901350998,,,36.0,0.0,0.0,R,Wide,168,4.97515527950311,6.2,22
